# interval_ms: 25,,,,,,,
# vehicle: C172,,,,,,,
# record_count: 6880,,,,,,,
# duration: 198.431,,,,,,,
# time,x,y,z,roll,pitch,yaw,on ground
156.742,0.069,-0.021,0.011,-0.222,0.045,-0.027,0
156.772,0.069,-0.02,0.011,-0.222,0.045,-0.027,0
156.801,0.068,-0.018,0.011,-0.222,0.045,-0.027,0
156.83,0.068,-0.017,0.01,-0.222,0.045,-0.027,0
156.864,0.068,-0.015,0.01,-0.223,0.045,-0.028,0
156.892,0.068,-0.014,0.01,-0.223,0.045,-0.028,0
156.921,0.068,-0.012,0.009,-0.223,0.045,-0.028,0
156.952,0.068,-0.012,0.009,-0.223,0.045,-0.028,0
156.981,0.068,-0.011,0.009,-0.223,0.045,-0.029,0
157.01,0.068,-0.01,0.009,-0.224,0.045,-0.029,0
157.038,0.068,-0.01,0.009,-0.224,0.046,-0.029,0
157.068,0.068,-0.01,0.009,-0.224,0.046,-0.029,0
157.101,0.068,-0.01,0.009,-0.224,0.046,-0.03,0
157.133,0.068,-0.01,0.009,-0.224,0.046,-0.03,0
157.163,0.068,-0.01,0.009,-0.224,0.046,-0.03,0
157.193,0.067,-0.011,0.009,-0.225,0.046,-0.03,0
157.228,0.067,-0.011,0.009,-0.225,0.047,-0.03,0
157.256,0.067,-0.011,0.009,-0.225,0.047,-0.03,0
157.286,0.067,-0.012,0.009,-0.225,0.047,-0.03,0
157.318,0.067,-0.012,0.009,-0.225,0.047,-0.031,0
157.347,0.067,-0.013,0.009,-0.225,0.047,-0.031,0
157.378,0.067,-0.013,0.009,-0.226,0.047,-0.031,0
157.408,0.067,-0.013,0.008,-0.226,0.047,-0.031,0
157.437,0.067,-0.014,0.008,-0.226,0.047,-0.031,0
157.465,0.067,-0.014,0.008,-0.226,0.047,-0.031,0
157.494,0.067,-0.014,0.009,-0.226,0.047,-0.031,0
157.522,0.067,-0.015,0.009,-0.226,0.047,-0.031,0
157.551,0.067,-0.015,0.009,-0.226,0.047,-0.031,0
157.581,0.067,-0.015,0.009,-0.227,0.047,-0.031,0
157.611,0.067,-0.015,0.009,-0.227,0.047,-0.031,0
157.64,0.067,-0.015,0.009,-0.227,0.047,-0.031,0
157.669,0.067,-0.016,0.009,-0.227,0.047,-0.031,0
157.698,0.067,-0.016,0.008,-0.227,0.047,-0.031,0
157.729,0.067,-0.016,0.008,-0.227,0.047,-0.031,0
157.758,0.067,-0.016,0.008,-0.228,0.047,-0.031,0
157.787,0.067,-0.016,0.008,-0.228,0.047,-0.031,0
157.814,0.067,-0.016,0.008,-0.228,0.047,-0.031,0
157.845,0.067,-0.016,0.008,-0.228,0.047,-0.031,0
157.876,0.067,-0.016,0.008,-0.228,0.047,-0.031,0
157.904,0.067,-0.016,0.008,-0.228,0.047,-0.031,0
157.933,0.067,-0.017,0.008,-0.228,0.047,-0.031,0
157.963,0.067,-0.017,0.008,-0.229,0.047,-0.031,0
157.991,0.067,-0.017,0.008,-0.229,0.047,-0.031,0
158.019,0.067,-0.017,0.008,-0.229,0.047,-0.031,0
158.047,0.067,-0.017,0.008,-0.229,0.047,-0.03,0
158.075,0.068,-0.017,0.008,-0.229,0.047,-0.03,0
158.108,0.068,-0.017,0.008,-0.229,0.047,-0.03,0
158.137,0.068,-0.017,0.008,-0.23,0.047,-0.03,0
158.169,0.068,-0.017,0.008,-0.23,0.047,-0.03,0
158.198,0.068,-0.017,0.008,-0.23,0.047,-0.03,0
158.226,0.068,-0.017,0.009,-0.23,0.047,-0.03,0
158.254,0.068,-0.017,0.009,-0.23,0.047,-0.03,0
158.282,0.068,-0.017,0.009,-0.23,0.047,-0.03,0
158.314,0.068,-0.017,0.009,-0.23,0.047,-0.03,0
158.342,0.068,-0.017,0.009,-0.231,0.047,-0.03,0
158.371,0.068,-0.017,0.009,-0.231,0.047,-0.03,0
158.401,0.068,-0.017,0.009,-0.231,0.047,-0.03,0
158.43,0.068,-0.017,0.009,-0.231,0.047,-0.03,0
158.457,0.068,-0.017,0.009,-0.231,0.047,-0.03,0
158.486,0.068,-0.017,0.009,-0.231,0.047,-0.03,0
158.517,0.068,-0.017,0.009,-0.232,0.047,-0.03,0
158.543,0.068,-0.017,0.009,-0.232,0.047,-0.03,0
158.573,0.069,-0.017,0.009,-0.232,0.047,-0.03,0
158.604,0.069,-0.017,0.009,-0.232,0.047,-0.03,0
158.632,0.069,-0.017,0.009,-0.232,0.047,-0.03,0
158.662,0.069,-0.017,0.009,-0.232,0.047,-0.03,0
158.691,0.069,-0.017,0.009,-0.233,0.047,-0.03,0
158.722,0.069,-0.018,0.009,-0.233,0.047,-0.03,0
158.752,0.069,-0.018,0.009,-0.233,0.046,-0.03,0
158.782,0.069,-0.018,0.01,-0.233,0.046,-0.03,0
158.811,0.069,-0.019,0.01,-0.233,0.046,-0.03,0
158.841,0.069,-0.019,0.01,-0.233,0.046,-0.03,0
158.871,0.069,-0.02,0.01,-0.234,0.046,-0.03,0
158.899,0.069,-0.02,0.01,-0.234,0.046,-0.03,0
158.93,0.069,-0.021,0.01,-0.234,0.046,-0.03,0
158.961,0.069,-0.021,0.01,-0.234,0.046,-0.03,0
158.989,0.07,-0.022,0.01,-0.234,0.046,-0.03,0
159.016,0.07,-0.022,0.01,-0.235,0.046,-0.03,0
159.045,0.07,-0.022,0.01,-0.235,0.045,-0.03,0
159.074,0.07,-0.022,0.01,-0.235,0.045,-0.029,0
159.106,0.07,-0.022,0.01,-0.235,0.045,-0.029,0
159.137,0.07,-0.022,0.01,-0.236,0.045,-0.029,0
159.168,0.07,-0.022,0.01,-0.236,0.045,-0.029,0
159.197,0.07,-0.022,0.01,-0.236,0.045,-0.029,0
159.224,0.07,-0.022,0.01,-0.236,0.044,-0.029,0
159.252,0.07,-0.022,0.01,-0.236,0.044,-0.029,0
159.283,0.07,-0.022,0.01,-0.237,0.044,-0.029,0
159.311,0.07,-0.022,0.011,-0.237,0.044,-0.029,0
159.341,0.07,-0.022,0.011,-0.237,0.044,-0.029,0
159.369,0.07,-0.022,0.011,-0.237,0.044,-0.029,0
159.399,0.07,-0.022,0.011,-0.237,0.044,-0.029,0
159.425,0.07,-0.022,0.011,-0.238,0.043,-0.029,0
159.453,0.07,-0.021,0.011,-0.238,0.043,-0.029,0
159.481,0.07,-0.021,0.011,-0.238,0.043,-0.029,0
159.511,0.071,-0.021,0.011,-0.238,0.043,-0.029,0
159.539,0.071,-0.021,0.011,-0.238,0.043,-0.029,0
159.567,0.071,-0.021,0.011,-0.239,0.043,-0.029,0
159.598,0.071,-0.021,0.011,-0.239,0.043,-0.029,0
159.627,0.071,-0.021,0.011,-0.239,0.043,-0.029,0
159.656,0.071,-0.021,0.011,-0.239,0.043,-0.029,0
159.684,0.071,-0.021,0.011,-0.24,0.042,-0.029,0
159.711,0.071,-0.021,0.011,-0.24,0.042,-0.029,0
159.74,0.071,-0.02,0.011,-0.24,0.042,-0.029,0
159.766,0.071,-0.02,0.011,-0.24,0.042,-0.029,0
159.792,0.071,-0.02,0.011,-0.24,0.042,-0.029,0
159.822,0.071,-0.02,0.011,-0.241,0.042,-0.029,0
159.85,0.071,-0.02,0.011,-0.241,0.042,-0.029,0
159.878,0.071,-0.02,0.011,-0.241,0.042,-0.029,0
159.906,0.071,-0.02,0.011,-0.241,0.042,-0.029,0
159.935,0.071,-0.02,0.011,-0.241,0.042,-0.029,0
159.963,0.071,-0.02,0.011,-0.242,0.042,-0.029,0
159.992,0.071,-0.02,0.011,-0.242,0.042,-0.029,0
160.019,0.072,-0.02,0.011,-0.242,0.042,-0.029,0
160.048,0.072,-0.02,0.011,-0.242,0.041,-0.029,0
160.076,0.072,-0.02,0.011,-0.242,0.041,-0.029,0
160.108,0.072,-0.02,0.011,-0.243,0.041,-0.029,0
160.137,0.072,-0.02,0.011,-0.243,0.041,-0.029,0
160.169,0.072,-0.02,0.011,-0.243,0.041,-0.029,0
160.198,0.072,-0.02,0.011,-0.243,0.041,-0.029,0
160.226,0.072,-0.02,0.011,-0.244,0.041,-0.029,0
160.253,0.072,-0.02,0.011,-0.244,0.041,-0.029,0
160.282,0.072,-0.02,0.011,-0.244,0.041,-0.029,0
160.31,0.072,-0.02,0.011,-0.244,0.041,-0.029,0
160.34,0.072,-0.02,0.011,-0.245,0.041,-0.029,0
160.369,0.072,-0.02,0.011,-0.245,0.041,-0.029,0
160.398,0.072,-0.02,0.011,-0.245,0.041,-0.029,0
160.424,0.072,-0.02,0.011,-0.245,0.041,-0.029,0
160.453,0.073,-0.02,0.011,-0.245,0.041,-0.029,0
160.481,0.073,-0.02,0.011,-0.246,0.04,-0.029,0
160.511,0.073,-0.02,0.011,-0.246,0.04,-0.029,0
160.538,0.073,-0.02,0.011,-0.246,0.04,-0.029,0
160.565,0.073,-0.02,0.011,-0.246,0.04,-0.029,0
160.598,0.073,-0.02,0.011,-0.246,0.04,-0.029,0
160.627,0.073,-0.02,0.011,-0.247,0.04,-0.029,0
160.655,0.073,-0.02,0.011,-0.247,0.04,-0.029,0
160.682,0.073,-0.02,0.011,-0.247,0.04,-0.029,0
160.712,0.073,-0.02,0.011,-0.247,0.04,-0.028,0
160.74,0.073,-0.02,0.011,-0.248,0.04,-0.028,0
160.768,0.073,-0.02,0.011,-0.248,0.04,-0.028,0
160.798,0.073,-0.02,0.011,-0.248,0.04,-0.028,0
160.827,0.073,-0.02,0.011,-0.248,0.04,-0.028,0
160.856,0.073,-0.02,0.011,-0.249,0.04,-0.028,0
160.883,0.073,-0.02,0.011,-0.249,0.04,-0.028,0
160.915,0.074,-0.02,0.011,-0.249,0.04,-0.028,0
160.943,0.074,-0.02,0.011,-0.249,0.04,-0.028,0
160.971,0.074,-0.02,0.011,-0.249,0.04,-0.028,0
161.002,0.074,-0.02,0.011,-0.25,0.04,-0.028,0
161.032,0.074,-0.02,0.011,-0.25,0.04,-0.028,0
161.06,0.074,-0.02,0.011,-0.25,0.04,-0.028,0
161.089,0.074,-0.02,0.011,-0.25,0.039,-0.028,0
161.126,0.074,-0.02,0.011,-0.251,0.039,-0.028,0
161.159,0.074,-0.02,0.011,-0.251,0.039,-0.028,0
161.188,0.074,-0.02,0.011,-0.251,0.039,-0.028,0
161.215,0.074,-0.02,0.011,-0.251,0.039,-0.028,0
161.246,0.074,-0.02,0.011,-0.252,0.039,-0.028,0
161.275,0.074,-0.02,0.011,-0.252,0.039,-0.028,0
161.304,0.074,-0.02,0.011,-0.252,0.039,-0.028,0
161.331,0.074,-0.02,0.011,-0.252,0.039,-0.028,0
161.363,0.075,-0.02,0.011,-0.253,0.039,-0.028,0
161.393,0.075,-0.02,0.011,-0.253,0.039,-0.028,0
161.423,0.075,-0.02,0.011,-0.253,0.039,-0.028,0
161.453,0.075,-0.02,0.011,-0.253,0.039,-0.028,0
161.481,0.075,-0.02,0.011,-0.254,0.039,-0.028,0
161.51,0.075,-0.02,0.011,-0.254,0.039,-0.028,0
161.539,0.075,-0.02,0.012,-0.254,0.039,-0.028,0
161.569,0.075,-0.02,0.012,-0.254,0.039,-0.028,0
161.599,0.075,-0.02,0.012,-0.255,0.039,-0.028,0
161.626,0.075,-0.02,0.012,-0.255,0.039,-0.028,0
161.655,0.075,-0.02,0.012,-0.255,0.039,-0.028,0
161.685,0.075,-0.02,0.012,-0.255,0.039,-0.028,0
161.711,0.075,-0.02,0.012,-0.256,0.039,-0.028,0
161.739,0.075,-0.02,0.012,-0.256,0.039,-0.028,0
161.769,0.075,-0.02,0.013,-0.256,0.039,-0.028,0
161.799,0.075,-0.02,0.013,-0.256,0.039,-0.028,0
161.827,0.075,-0.02,0.013,-0.257,0.039,-0.028,0
161.855,0.075,-0.02,0.013,-0.257,0.039,-0.028,0
161.884,0.076,-0.02,0.013,-0.257,0.039,-0.028,0
161.913,0.076,-0.02,0.013,-0.258,0.039,-0.028,0
161.942,0.076,-0.02,0.013,-0.258,0.039,-0.028,0
161.972,0.076,-0.02,0.013,-0.258,0.039,-0.028,0
162.005,0.076,-0.02,0.013,-0.258,0.039,-0.028,0
162.032,0.076,-0.02,0.013,-0.259,0.039,-0.028,0
162.062,0.076,-0.02,0.013,-0.259,0.039,-0.028,0
162.092,0.076,-0.021,0.013,-0.259,0.039,-0.028,0
162.126,0.076,-0.021,0.013,-0.26,0.039,-0.028,0
162.159,0.076,-0.021,0.013,-0.26,0.039,-0.028,0
162.187,0.076,-0.021,0.013,-0.26,0.039,-0.028,0
162.215,0.076,-0.021,0.013,-0.261,0.039,-0.028,0
162.245,0.076,-0.021,0.013,-0.261,0.039,-0.028,0
162.274,0.076,-0.021,0.013,-0.261,0.039,-0.028,0
162.303,0.076,-0.021,0.013,-0.261,0.039,-0.028,0
162.332,0.076,-0.021,0.013,-0.262,0.039,-0.028,0
162.362,0.076,-0.021,0.013,-0.262,0.039,-0.028,0
162.391,0.077,-0.021,0.013,-0.262,0.039,-0.028,0
162.423,0.077,-0.021,0.013,-0.262,0.039,-0.028,0
162.451,0.077,-0.021,0.013,-0.263,0.039,-0.028,0
162.482,0.077,-0.021,0.013,-0.263,0.039,-0.028,0
162.511,0.077,-0.021,0.013,-0.263,0.039,-0.028,0
162.539,0.077,-0.021,0.013,-0.264,0.039,-0.028,0
162.57,0.077,-0.021,0.013,-0.264,0.039,-0.028,0
162.599,0.077,-0.021,0.013,-0.264,0.039,-0.028,0
162.627,0.077,-0.021,0.013,-0.264,0.039,-0.028,0
162.658,0.077,-0.021,0.013,-0.265,0.039,-0.028,0
162.689,0.077,-0.021,0.013,-0.265,0.039,-0.028,0
162.717,0.077,-0.021,0.013,-0.265,0.039,-0.028,0
162.747,0.077,-0.021,0.013,-0.266,0.039,-0.028,0
162.779,0.077,-0.021,0.013,-0.266,0.039,-0.028,0
162.806,0.078,-0.021,0.013,-0.266,0.039,-0.028,0
162.835,0.078,-0.021,0.013,-0.267,0.039,-0.027,0
162.866,0.078,-0.021,0.013,-0.267,0.039,-0.027,0
162.894,0.078,-0.021,0.013,-0.267,0.039,-0.027,0
162.925,0.078,-0.021,0.013,-0.267,0.039,-0.027,0
162.955,0.078,-0.021,0.013,-0.268,0.039,-0.027,0
162.986,0.078,-0.021,0.013,-0.268,0.039,-0.027,0
163.016,0.078,-0.021,0.013,-0.268,0.039,-0.027,0
163.044,0.078,-0.021,0.013,-0.269,0.039,-0.027,0
163.073,0.078,-0.021,0.013,-0.269,0.039,-0.027,0
163.106,0.078,-0.021,0.013,-0.269,0.039,-0.027,0
163.14,0.079,-0.021,0.013,-0.269,0.039,-0.027,0
163.169,0.079,-0.021,0.013,-0.27,0.039,-0.027,0
163.201,0.079,-0.02,0.013,-0.27,0.039,-0.027,0
163.23,0.079,-0.02,0.013,-0.27,0.039,-0.027,0
163.259,0.079,-0.02,0.013,-0.271,0.039,-0.027,0
163.286,0.079,-0.02,0.013,-0.271,0.039,-0.027,0
163.317,0.079,-0.02,0.013,-0.271,0.039,-0.027,0
163.348,0.079,-0.02,0.013,-0.272,0.039,-0.027,0
163.376,0.079,-0.02,0.013,-0.272,0.039,-0.027,0
163.403,0.079,-0.02,0.013,-0.272,0.039,-0.027,0
163.434,0.079,-0.02,0.013,-0.272,0.04,-0.027,0
163.462,0.08,-0.02,0.013,-0.273,0.04,-0.027,0
163.491,0.08,-0.02,0.013,-0.273,0.04,-0.027,0
163.52,0.08,-0.02,0.013,-0.273,0.04,-0.027,0
163.552,0.08,-0.02,0.013,-0.274,0.04,-0.027,0
163.58,0.08,-0.02,0.013,-0.274,0.04,-0.027,0
163.612,0.08,-0.02,0.013,-0.274,0.04,-0.027,0
163.641,0.08,-0.02,0.013,-0.274,0.04,-0.027,0
163.67,0.08,-0.02,0.013,-0.275,0.04,-0.027,0
163.699,0.08,-0.02,0.013,-0.275,0.04,-0.027,0
163.727,0.08,-0.02,0.013,-0.275,0.04,-0.027,0
163.755,0.08,-0.02,0.013,-0.276,0.04,-0.027,0
163.785,0.081,-0.02,0.013,-0.276,0.04,-0.027,0
163.814,0.081,-0.02,0.013,-0.276,0.04,-0.027,0
163.842,0.081,-0.02,0.014,-0.276,0.04,-0.027,0
163.873,0.081,-0.02,0.014,-0.277,0.041,-0.027,0
163.901,0.081,-0.02,0.014,-0.277,0.041,-0.027,0
163.929,0.081,-0.02,0.014,-0.277,0.041,-0.027,0
163.956,0.081,-0.02,0.014,-0.278,0.041,-0.027,0
163.987,0.081,-0.02,0.014,-0.278,0.041,-0.027,0
164.014,0.081,-0.02,0.014,-0.278,0.041,-0.027,0
164.042,0.081,-0.02,0.014,-0.279,0.041,-0.027,0
164.072,0.081,-0.02,0.014,-0.279,0.041,-0.027,0
164.103,0.082,-0.02,0.014,-0.279,0.041,-0.027,0
164.137,0.082,-0.02,0.014,-0.279,0.041,-0.027,0
164.166,0.082,-0.02,0.013,-0.28,0.041,-0.027,0
164.197,0.082,-0.02,0.013,-0.28,0.041,-0.027,0
164.225,0.082,-0.02,0.013,-0.28,0.042,-0.027,0
164.252,0.082,-0.02,0.012,-0.281,0.042,-0.027,0
164.28,0.082,-0.019,0.012,-0.281,0.042,-0.027,0
164.313,0.082,-0.019,0.011,-0.281,0.042,-0.027,0
164.341,0.082,-0.017,0.01,-0.281,0.042,-0.027,0
164.369,0.083,-0.016,0.009,-0.281,0.042,-0.027,0
164.398,0.083,-0.015,0.009,-0.282,0.042,-0.027,0
164.427,0.083,-0.014,0.008,-0.282,0.043,-0.027,0
164.455,0.083,-0.013,0.007,-0.282,0.043,-0.028,0
164.482,0.083,-0.012,0.007,-0.282,0.043,-0.028,0
164.512,0.083,-0.012,0.007,-0.282,0.044,-0.028,0
164.541,0.084,-0.011,0.006,-0.282,0.044,-0.028,0
164.57,0.084,-0.01,0.006,-0.282,0.044,-0.028,0
164.599,0.084,-0.01,0.006,-0.282,0.045,-0.028,0
164.629,0.084,-0.009,0.006,-0.282,0.045,-0.029,0
164.659,0.084,-0.009,0.006,-0.282,0.046,-0.029,0
164.686,0.084,-0.009,0.006,-0.282,0.046,-0.029,0
164.713,0.085,-0.009,0.006,-0.283,0.047,-0.029,0
164.747,0.085,-0.009,0.006,-0.283,0.047,-0.029,0
164.775,0.085,-0.009,0.006,-0.283,0.047,-0.029,0
164.803,0.085,-0.01,0.006,-0.283,0.048,-0.029,0
164.831,0.085,-0.01,0.006,-0.283,0.048,-0.029,0
164.861,0.085,-0.01,0.006,-0.283,0.049,-0.03,0
164.89,0.086,-0.01,0.006,-0.283,0.049,-0.03,0
164.921,0.086,-0.011,0.006,-0.283,0.049,-0.03,0
164.95,0.086,-0.011,0.007,-0.283,0.05,-0.03,0
164.981,0.086,-0.012,0.007,-0.283,0.05,-0.03,0
165.01,0.086,-0.013,0.007,-0.283,0.051,-0.03,0
165.04,0.086,-0.014,0.007,-0.283,0.051,-0.03,0
165.069,0.086,-0.015,0.007,-0.283,0.051,-0.03,0
165.1,0.086,-0.014,0.002,-0.283,0.052,-0.03,0
165.131,0.087,-0.011,-0.006,-0.283,0.052,-0.03,0
165.159,0.087,-0.008,-0.014,-0.282,0.053,-0.03,0
165.189,0.087,-0.005,-0.022,-0.282,0.053,-0.03,0
165.218,0.087,-0.003,-0.028,-0.281,0.054,-0.03,0
165.248,0.088,-0.001,-0.034,-0.28,0.054,-0.03,0
165.28,0.088,0.002,-0.041,-0.279,0.055,-0.031,0
165.31,0.089,0.004,-0.047,-0.277,0.056,-0.031,0
165.34,0.09,0.005,-0.054,-0.275,0.057,-0.031,0
165.371,0.09,0.006,-0.061,-0.273,0.058,-0.032,0
165.402,0.091,0.008,-0.068,-0.271,0.059,-0.032,0
165.432,0.091,0.009,-0.071,-0.269,0.06,-0.032,0
165.462,0.091,0.01,-0.074,-0.267,0.061,-0.033,0
165.494,0.092,0.011,-0.077,-0.264,0.062,-0.033,0
165.528,0.092,0.012,-0.08,-0.261,0.063,-0.033,0
165.561,0.092,0.012,-0.082,-0.258,0.064,-0.034,0
165.59,0.091,0.013,-0.084,-0.256,0.065,-0.034,0
165.623,0.091,0.013,-0.087,-0.253,0.066,-0.034,0
165.654,0.091,0.015,-0.095,-0.25,0.068,-0.035,0
165.685,0.091,0.016,-0.103,-0.246,0.069,-0.035,0
165.718,0.091,0.017,-0.111,-0.243,0.07,-0.035,0
165.751,0.09,0.019,-0.116,-0.239,0.071,-0.036,0
165.781,0.089,0.02,-0.12,-0.235,0.072,-0.036,0
165.81,0.088,0.021,-0.124,-0.231,0.074,-0.036,0
165.842,0.087,0.021,-0.121,-0.227,0.075,-0.036,0
165.872,0.085,0.02,-0.117,-0.223,0.076,-0.037,0
165.902,0.084,0.019,-0.113,-0.22,0.077,-0.037,0
165.936,0.082,0.018,-0.108,-0.216,0.078,-0.037,0
165.967,0.08,0.014,-0.104,-0.213,0.079,-0.037,0
165.996,0.078,0.01,-0.1,-0.209,0.08,-0.037,0
166.026,0.076,0.006,-0.097,-0.206,0.081,-0.037,0
166.058,0.074,0.003,-0.096,-0.203,0.082,-0.037,0
166.088,0.072,0.001,-0.097,-0.2,0.082,-0.037,0
166.122,0.07,-0.002,-0.099,-0.197,0.082,-0.037,0
166.159,0.068,-0.005,-0.102,-0.193,0.083,-0.036,0
166.191,0.066,-0.006,-0.11,-0.189,0.083,-0.036,0
166.221,0.064,-0.007,-0.117,-0.185,0.083,-0.036,0
166.251,0.062,-0.008,-0.124,-0.182,0.083,-0.036,0
166.283,0.06,-0.008,-0.132,-0.177,0.083,-0.036,0
166.313,0.058,-0.007,-0.14,-0.173,0.084,-0.035,0
166.346,0.056,-0.006,-0.148,-0.168,0.084,-0.035,0
166.38,0.054,-0.005,-0.157,-0.163,0.084,-0.035,0
166.409,0.052,-0.004,-0.162,-0.157,0.084,-0.035,0
166.44,0.049,-0.003,-0.168,-0.152,0.084,-0.035,0
166.47,0.047,-0.002,-0.173,-0.147,0.084,-0.035,0
166.502,0.045,-0.001,-0.178,-0.142,0.084,-0.035,0
166.531,0.043,0,-0.174,-0.136,0.085,-0.035,0
166.562,0.041,0.001,-0.171,-0.131,0.085,-0.035,0
166.594,0.039,0.002,-0.168,-0.125,0.085,-0.035,0
166.623,0.036,0.002,-0.163,-0.12,0.085,-0.035,0
166.653,0.034,0.001,-0.151,-0.116,0.085,-0.035,0
166.681,0.032,0.001,-0.14,-0.112,0.085,-0.035,0
166.712,0.03,0,-0.129,-0.107,0.086,-0.035,0
166.74,0.028,0,-0.119,-0.104,0.086,-0.035,0
166.768,0.026,-0.001,-0.111,-0.101,0.086,-0.035,0
166.798,0.023,-0.001,-0.103,-0.098,0.086,-0.035,0
166.825,0.021,-0.002,-0.094,-0.094,0.086,-0.035,0
166.854,0.019,-0.002,-0.088,-0.092,0.086,-0.035,0
166.881,0.017,-0.003,-0.083,-0.09,0.086,-0.035,0
166.908,0.015,-0.003,-0.078,-0.087,0.086,-0.035,0
166.94,0.013,-0.003,-0.073,-0.085,0.086,-0.035,0
166.967,0.011,-0.003,-0.069,-0.083,0.086,-0.035,0
166.997,0.009,-0.003,-0.066,-0.081,0.085,-0.035,0
167.024,0.007,-0.003,-0.063,-0.079,0.085,-0.035,0
167.053,0.005,-0.003,-0.06,-0.077,0.085,-0.035,0
167.082,0.004,-0.004,-0.056,-0.076,0.085,-0.035,0
167.113,0.002,-0.005,-0.049,-0.074,0.085,-0.035,0
167.146,0.001,-0.006,-0.043,-0.073,0.085,-0.035,0
167.176,-0.001,-0.007,-0.037,-0.071,0.085,-0.035,0
167.203,-0.001,-0.008,-0.032,-0.071,0.084,-0.035,0
167.233,-0.001,-0.01,-0.027,-0.07,0.084,-0.036,0
167.263,-0.002,-0.011,-0.022,-0.069,0.084,-0.036,0
167.29,-0.002,-0.013,-0.018,-0.068,0.084,-0.036,0
167.318,0,-0.016,-0.015,-0.068,0.083,-0.035,0
167.346,0.001,-0.019,-0.012,-0.068,0.083,-0.035,0
167.377,0.002,-0.022,-0.01,-0.067,0.082,-0.035,0
167.403,0.004,-0.024,-0.008,-0.067,0.081,-0.035,0
167.431,0.006,-0.025,-0.007,-0.067,0.081,-0.034,0
167.459,0.007,-0.027,-0.006,-0.067,0.08,-0.034,0
167.489,0.009,-0.028,-0.006,-0.067,0.079,-0.033,0
167.516,0.011,-0.029,-0.005,-0.066,0.078,-0.033,0
167.545,0.013,-0.03,-0.004,-0.066,0.078,-0.033,0
167.574,0.015,-0.03,-0.004,-0.066,0.077,-0.032,0
167.604,0.017,-0.03,-0.003,-0.066,0.076,-0.032,0
167.633,0.019,-0.03,-0.002,-0.066,0.075,-0.032,0
167.663,0.021,-0.029,-0.001,-0.066,0.074,-0.031,0
167.693,0.023,-0.029,-0.001,-0.066,0.073,-0.031,0
167.724,0.025,-0.028,0,-0.066,0.073,-0.031,0
167.751,0.027,-0.028,0.001,-0.066,0.072,-0.031,0
167.781,0.029,-0.027,0.002,-0.065,0.071,-0.031,0
167.812,0.031,-0.026,0.002,-0.065,0.07,-0.03,0
167.841,0.032,-0.025,0.003,-0.065,0.07,-0.03,0
167.869,0.034,-0.025,0.003,-0.065,0.069,-0.03,0
167.896,0.035,-0.024,0.003,-0.066,0.068,-0.03,0
167.926,0.037,-0.023,0.004,-0.066,0.068,-0.03,0
167.955,0.038,-0.023,0.004,-0.066,0.067,-0.03,0
167.983,0.04,-0.022,0.004,-0.066,0.067,-0.03,0
168.013,0.041,-0.022,0.005,-0.066,0.066,-0.03,0
168.04,0.042,-0.021,0.005,-0.066,0.066,-0.03,0
168.068,0.044,-0.021,0.005,-0.066,0.065,-0.03,0
168.1,0.044,-0.02,0.005,-0.066,0.065,-0.03,0
168.136,0.046,-0.018,0.005,-0.066,0.064,-0.03,0
168.166,0.047,-0.017,0.004,-0.066,0.063,-0.03,0
168.193,0.048,-0.016,0.004,-0.066,0.063,-0.03,0
168.222,0.048,-0.014,0.004,-0.066,0.063,-0.03,0
168.252,0.049,-0.013,0.003,-0.066,0.063,-0.03,0
168.279,0.05,-0.011,0.003,-0.066,0.062,-0.03,0
168.307,0.051,-0.01,0.003,-0.066,0.062,-0.031,0
168.335,0.051,-0.009,0.003,-0.066,0.062,-0.031,0
168.366,0.052,-0.009,0.003,-0.066,0.062,-0.031,0
168.392,0.052,-0.008,0.003,-0.066,0.062,-0.031,0
168.42,0.052,-0.007,0.003,-0.066,0.062,-0.031,0
168.448,0.053,-0.007,0.003,-0.066,0.061,-0.032,0
168.476,0.053,-0.007,0.003,-0.066,0.061,-0.032,0
168.505,0.053,-0.007,0.003,-0.066,0.061,-0.032,0
168.532,0.053,-0.006,0.001,-0.066,0.061,-0.032,0
168.562,0.054,-0.004,-0.001,-0.066,0.061,-0.032,0
168.591,0.054,-0.003,-0.003,-0.066,0.061,-0.032,0
168.619,0.054,-0.002,-0.004,-0.065,0.061,-0.033,0
168.649,0.054,-0.001,-0.005,-0.065,0.061,-0.033,0
168.678,0.054,0,-0.006,-0.065,0.061,-0.033,0
168.708,0.054,0.001,-0.006,-0.065,0.061,-0.033,0
168.739,0.053,0.002,-0.007,-0.064,0.062,-0.034,0
168.769,0.052,0.002,-0.007,-0.064,0.062,-0.034,0
168.802,0.051,0.002,-0.007,-0.064,0.062,-0.034,0
168.837,0.05,0.002,-0.007,-0.063,0.062,-0.034,0
168.873,0.049,0.003,-0.012,-0.063,0.062,-0.034,0
168.91,0.047,0.003,-0.017,-0.062,0.063,-0.035,0
168.943,0.046,0.004,-0.021,-0.062,0.063,-0.035,0
168.978,0.044,0.005,-0.023,-0.061,0.063,-0.035,0
169.013,0.043,0.005,-0.026,-0.06,0.063,-0.036,0
169.044,0.042,0.006,-0.028,-0.059,0.064,-0.036,0
169.074,0.04,0.006,-0.029,-0.058,0.064,-0.036,0
169.108,0.039,0.006,-0.03,-0.057,0.064,-0.037,0
169.14,0.037,0.006,-0.03,-0.056,0.064,-0.037,0
